Incident Angle (deg),SPR Curve (1 meV),SPR Curve (1 eV),SPR Curve (1.5 eV),SPR Curve (2 eV),SPR Curve (2.5 eV),SPR Curve (3 eV),SPR Curve (3.5 eV),SPR Curve (4 eV),SPR Curve (4.5 eV),SPR Curve (5 eV),SPR Curve (5.5 eV),SPR Curve (6 eV),SPR Curve (6.5 eV),SPR Curve (7 eV),SPR Curve (7.5 eV),SPR Curve (8 eV),SPR Curve (8.5 eV),SPR Curve (9 eV),SPR Curve (9.5 eV),SPR Curve (10 eV)
0,0.91741921895072,0.917628564204806,0.918340363418323,0.918601822817874,0.918819271271038,0.91901949929797,0.919210637168347,0.919396139637045,0.919577757289018,0.919756482255911,0.919932922937753,0.920107475177365,0.920280408793448,0.920451914803454,0.920622132790995,0.920791167557269,0.920959099669203,0.921125992372418,0.92129189625548,0.921456852477513
0.000628444219561871,0.917419196288994,0.917628541028473,0.918340339977344,0.918601797938669,0.918819251258773,0.919019477581267,0.919210615162831,0.919396117534206,0.919577735151862,0.919756460112889,0.919932900804103,0.920107453062174,0.920280386702555,0.920451892740816,0.9206221107594,0.920791145558748,0.92095907770527,0.92112597044422,0.921291874363901,0.921456830623243
0.00125688843912374,0.91741912830375,0.917628471499408,0.918340269654331,0.918601723300961,0.918819191221954,0.919019412431101,0.919210549146222,0.919396051225629,0.919577668740336,0.919756393683763,0.91993283440309,0.920107386716541,0.920280320429815,0.920451826552836,0.920622044664553,0.920791079563123,0.920959011813407,0.921125904659564,0.921291808689106,0.921456765060372
0.00188533265868561,0.917419014994792,0.917628355617404,0.918340152449062,0.918601598904479,0.918819091160508,0.919019303847316,0.91921043911835,0.919395940711136,0.919577558054257,0.919756282968348,0.919932723734528,0.920107276140279,0.920280209975041,0.920451716239329,0.920621934506267,0.920790969570208,0.920958901993428,0.921125795018262,0.921291699230904,0.921456655788712
0.00251377687824748,0.917418856361789,0.917628193382116,0.918339988361168,0.91860142474877,0.918818951074314,0.919019151829649,0.919210285078926,0.919395785990429,0.919577403093322,0.91975612796634,0.919932568798112,0.920107121333079,0.920280055337923,0.920451561799984,0.920621780284229,0.92079081557969,0.920958748245019,0.921125641520003,0.921291545988984,0.92145650280795
0.00314222109780935,0.917418652404283,0.917627984793065,0.918339777390128,0.918601200833197,0.918818770963204,0.919018956377731,0.919210087027549,0.919395587063092,0.919577203857108,0.919755928677307,0.919932369593407,0.920106922294508,0.920279856518025,0.920451363234364,0.920621581998003,0.920790617591132,0.920958550567744,0.921125444164347,0.921291348962908,0.921456306117648
0.00377066531737123,0.917418403121683,0.917627729849632,0.918339519535276,0.918600927156946,0.918818550826962,0.919018717491088,0.919209844963699,0.91939534392859,0.919576960345069,0.919755685100703,0.919932126119862,0.920106679024007,0.920279613514789,0.92045112054191,0.920621339647029,0.920790375603972,0.92095830896104,0.921125202950735,0.921291108152114,0.921456065717245
0.0043991095369331,0.917418108513266,0.917627428551061,0.918339214795799,0.918600603719016,0.918818290665321,0.919018435169141,0.919209558886745,0.919395056586267,0.91957667255654,0.919755397235851,0.919931838376797,0.920106391520898,0.920279326327532,0.920450833721936,0.92062105323062,0.920790089617524,0.920958023424221,0.921124917878475,0.921290823555914,0.921455781606053
0.00502755375649497,0.917417768578177,0.917627080896458,0.918338863170732,0.918600230518229,0.918817990477968,0.919018109411205,0.91920922879594,0.919394725035351,0.919576340490734,0.919755065081958,0.919931506363411,0.920106059784374,0.920278994955446,0.920450502773633,0.920620722747966,0.920789759630974,0.920957693956473,0.921124588946758,0.921290495173495,0.921455453783258
0.00565599797605684,0.917417383315431,0.917626686884792,0.918338464658964,0.918599807553223,0.918817650264542,0.919017740216492,0.919208854690419,0.919394349274949,0.919575964146741,0.919754688638103,0.91993113007878,0.920105683813506,0.920278619397599,0.920450127696067,0.92062034819813,0.920789385643388,0.92095732055686,0.921124216154644,0.921290123003919,0.921455082247922
0.00628444219561871,0.917416952723911,0.917626246514896,0.918338019259235,0.918599334822456,0.918817270024631,0.919017327584104,0.919208436569206,0.919393929304049,0.919575543523532,0.919754267903249,0.919930709521856,0.920105263607242,0.920278199652935,0.920449708488182,0.920619929580053,0.920788967653705,0.920956903224319,0.921123799501072,0.921289707046123,0.921454666998984
0.00691288641518058,0.917416476802369,0.917625759785463,0.918337526970138,0.918598812324203,0.918816849757779,0.919016871513041,0.919207974431208,0.919393465121522,0.919575078619958,0.91975380287623,0.91993024469147,0.920104799164406,0.920277735720275,0.92044924514879,0.92061946689255,0.920788505660736,0.920956441957664,0.921123338984854,0.921289247298919,0.921454208035255
0.00754133063474245,0.917415955549425,0.91762522669505,0.918336987790116,0.918598240056559,0.918816389463479,0.919016372002199,0.919207468275216,0.919392956726117,0.919574569434745,0.919753293555763,0.919929735586325,0.920104290483698,0.920277227598313,0.920448737676587,0.920618960134311,0.920787999663172,0.920955936755581,0.921122834604677,0.921288743760996,0.921453705355421
0.00816977485430432,0.917415388963567,0.917624647242076,0.918336401717465,0.918597618017435,0.918815889141177,0.919015829050366,0.919206918099909,0.919392404116466,0.919574015966503,0.91975273994044,0.919929182205005,0.920103737563694,0.92027667528562,0.920448186070141,0.920618409303901,0.920787449659576,0.920955387616635,0.921122286359103,0.921288196430914,0.921453158958046
